study_id,match,paper_count,doi,first_author,surname,authors,title,abstract,journal,year,month,volume,issue,pages,inclusion,which_check,uni_name,ab_uni_name,working_group_name,uni_working_group,qualification,working_group_number,Number_person_in_working_group,nr_researchers,group_paper_count,publication_strength,quartile,links,federal_state,state_uni,form,Ansprache,Countercheck_Website,Countercheck_Category,Countercheck_Kommentar,Countercheck_ls_or_jd,Countercheck_inclusion,Countercheck_which_check,notes_covidence,covidence_support_binary,covidence_support
497,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,24,13,21,39,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
498,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,49,10,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
499,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,3,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
500,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,59,1,17,18,1.058823529,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
501,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,13,9,9,35,3.888888889,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
502,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,49,4,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
503,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,10,2,36,35,0.972222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
504,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,33,19,20,21,1.05,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
505,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,14,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
506,anonymized,54,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,7,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
507,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,16,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
508,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,49,12,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
509,anonymized,13,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,41,3,11,28,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
510,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,91,5,14,24,1.714285714,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
511,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,5,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
512,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,5,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
513,anonymized,54,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,7,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
514,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,1,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
515,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,92,1,4,10,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
516,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,62,11,14,18,1.285714286,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
517,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,24,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
518,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,16,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
519,anonymized,54,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,7,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
520,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,91,5,14,24,1.714285714,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
521,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,83,9,11,22,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
522,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,19,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
523,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,50,1,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
524,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,50,2,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
525,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,91,5,14,24,1.714285714,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
526,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,2,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
527,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,10,20,36,35,0.972222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
528,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,90,1,8,10,1.25,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
529,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,85,3,13,16,1.230769231,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
530,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,6,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
531,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,36,16,32,57,1.78125,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
532,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,72,33,34,46,1.352941176,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
533,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,69,13,15,26,1.733333333,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
534,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,27,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
535,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,19,1,5,13,2.6,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
536,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,18,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
537,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,71,4,10,25,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
538,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,1,24,25,34,1.36,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
539,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,2,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
540,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,72,1,34,46,1.352941176,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
541,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,49,14,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
542,anonymized,21,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,12,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
543,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,90,3,8,10,1.25,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
544,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,24,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
545,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,31,2,4,4,1,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
546,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,65,3,5,34,6.8,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
547,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,67,5,11,39,3.545454545,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
548,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,33,20,20,21,1.05,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
549,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,8,17,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
550,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,8,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
551,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,16,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
552,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,2,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
553,anonymized,14,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,43,1,3,15,5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
554,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,72,33,34,46,1.352941176,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
555,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,2,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,0,no support
556,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,50,1,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
557,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,2,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
558,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,57,7,8,28,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
559,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,45,1,4,7,1.75,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
560,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,61,4,8,18,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
561,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,3,4,12,17,1.416666667,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
562,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,79,16,16,42,2.625,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
563,anonymized,37,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,1,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
564,anonymized,37,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,1,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
565,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,42,1,10,30,3,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
566,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,5,1,30,35,1.166666667,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
567,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,81,3,6,9,1.5,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
568,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,50,7,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
569,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,21,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
570,anonymized,23,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,13,1,9,35,3.888888889,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
571,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,89,1,7,10,1.428571429,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
572,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,24,12,21,39,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
573,anonymized,23,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,13,1,9,35,3.888888889,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
574,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,100,1,8,7,0.875,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
575,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,50,1,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
576,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,44,3,17,36,2.117647059,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
577,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,6,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
578,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,1,4,25,34,1.36,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
579,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,17,17,21,54,2.571428571,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
